,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格,卧室数,客厅数,卫生间数,楼层位置,总层数,得房率,是否有抵押,抵押金额,是否地铁,临近地铁站,是否电梯,产权类型
17901,竹海水韵春风里,余杭区,闲林,nan,280,25315,2025-02-23,商品房,2013-07-24,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅2厨2卫,高楼层(共18层),110.61,平层,95.82,板塔结合,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,2,2,3,18,0.8662869541632763,0,0.0,0,0,1.0,1
17902,雅居乐国际花园,余杭区,闲林,nan,230,18094,2022-08-05,商品房,2019-09-16,普通住宅,满五年,共有,有抵押110万元中国工商银行股份有限公司杭州科创支行,已上传房本照片,4室2厅1厨2卫,中楼层(共32层),127.12,平层,69.42,板楼,东南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,4,2,2,2,32,0.5460981749528006,1,110.0,0,0,1.0,1
17903,庭院深深,余杭区,老余杭,近16号线禹航路站,169,19101,2023-04-03,商品房,2017-05-15,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共26层),88.48,平层,69.42,板楼,南北,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,2,2,1,1,26,0.7845840867992766,0,0.0,0,0,1.0,1
17904,鼎创财富中心,余杭区,未来科技城,近地铁5号线良睦路站,149,27310,2023-07-11,商品房,2021-07-30,商住两用,满两年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共21层),54.56,跃层,38.36,板塔结合,东,钢混结构,精装,六梯五十户,有,nan,未知,未知,nan,2,2,1,3,21,0.7030791788856304,0,0.0,1,良睦路站,1.0,1
17905,泰禾杭州院子,余杭区,西溪,nan,1050,70875,2024-08-24,商品房,2023-08-24,普通住宅,未满两年,非共有,有抵押,已上传房本照片,5室2厅1厨4卫,低楼层(共3层),148.15,跃层,69.42,板塔结合,南,混合结构,毛坯,一梯五户,有,nan,nan,nan,nan,5,2,4,1,3,0.4685791427607155,1,0.0,0,0,1.0,0
17906,雅居乐国际花园,余杭区,闲林,nan,248,21103,2024-10-23,商品房,2018-06-12,普通住宅,满五年,非共有,有抵押50万元杭州银行业主自还,已上传房本照片,3室2厅1厨2卫,中楼层(共33层),117.52,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,33,0.59070796460177,1,50.0,0,0,1.0,0
17907,书韵名邸,余杭区,良渚,nan,215,24052,2022-11-13,商品房,2020-12-25,普通住宅,满两年,非共有,有抵押110万元招商银行业主自还,已上传房本照片,3室1厅1厨2卫,低楼层(共11层),89.39,平层,69.42,板楼,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,1,2,1,11,0.7765969347801768,1,110.0,0,0,1.0,0
17908,华元美林公馆,余杭区,西溪,nan,293,32859,2023-07-17,商品房,2014-08-04,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共7层),89.17,平层,70.12,板楼,南北,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,2,2,1,3,7,0.7863631266120893,0,0.0,0,0,1.0,1
17909,品霞苑,余杭区,闲林,nan,360,28923,2021-05-26,商品房,2019-12-30,普通住宅,满五年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共30层),124.47,平层,109.0,板塔结合,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,4,2,2,2,30,0.8757130232184462,0,0.0,0,0,1.0,1
17910,杉杉恒和依山郡,余杭区,未来科技城,nan,86,9563,2024-12-03,商品房,2017-12-29,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共11层),89.93,平层,69.42,板塔结合,南,钢混结构,其他,一梯六户,有,nan,nan,nan,nan,2,1,1,2,11,0.7719337262315134,0,0.0,0,0,1.0,1
17911,万科北宸之光三期拱宸,余杭区,万达广场,近10号线祥园路站,310,34766,2021-11-21,商品房,2018-04-11,普通住宅,满五年,非共有,有抵押172万元中信银行客户偿还,已上传房本照片,3室2厅1厨2卫,中楼层(共24层),89.17,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,24,0.7785129527868118,1,172.0,0,0,1.0,0
17912,佳源未来府,余杭区,老余杭,nan,116,27812,2023-07-23,商品房,2020-09-02,普通住宅,满两年,共有,有抵押,已上传房本照片,1室0厅1厨1卫,高楼层(共26层),41.71,平层,69.42,板楼,南,钢混结构,精装,两梯十户,有,nan,nan,nan,nan,1,0,1,3,26,1.6643490769599616,1,0.0,0,0,1.0,1
17913,闲林山水紫薇苑,余杭区,闲林,nan,210,24505,2023-12-22,商品房,2024-01-07,普通住宅,未满两年,共有,有抵押业主自还,已上传房本照片,3室2厅1厨1卫,低楼层(共18层),85.7,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,1,18,0.8100350058343058,1,0.0,0,0,1.0,1
17914,万科未来城二期,余杭区,良渚,近地铁2号线杜甫村站,245,27265,2025-01-19,商品房,2019-05-10,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共34层),89.86,平层,69.42,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,2,2,3,34,0.7725350545292677,1,0.0,1,杜甫村站,1.0,0
17915,西溪蓝海,余杭区,未来科技城,近地铁5号线葛巷站,260,32488,2024-09-30,商品房,2018-06-28,普通住宅,满五年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共26层),80.03,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,3,26,0.8674247157316006,1,0.0,1,葛巷站,1.0,0
17916,枫翠云轩,余杭区,未来科技城,近3号线(星桥-吴山前村)龙舟北路站,720,44088,2025-02-09,商品房,2025-01-27,普通住宅,未满两年,非共有,有抵押,已上传房本照片,4室2厅1厨3卫,高楼层(共24层),163.31,平层,69.42,nan,南,钢混结构,其他,nan,nan,nan,nan,nan,nan,4,2,3,3,24,0.42508113403955666,1,0.0,0,0,0.0,0
17917,滨江万家名城二期,余杭区,万达广场,近10号线祥园路站,480,43349,2025-03-23,商品房,2021-08-01,普通住宅,满两年,共有,无抵押,已上传房本照片,3室1厅1厨2卫,低楼层(共22层),110.73,平层,69.42,塔楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,1,2,1,22,0.6269303711731238,0,0.0,0,0,1.0,1
17918,万科杭宸一期,余杭区,勾庄,近地铁4号线杭行路站,500,39775,2024-03-14,商品房,2018-09-11,普通住宅,满五年,共有,有抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共18层),125.71,平层,69.42,板楼,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,2,2,3,18,0.5522233712512927,1,0.0,1,杭行路站,1.0,1
17919,泰禾杭州院子,余杭区,西溪,nan,1300,70278,2024-01-05,商品房,2021-12-27,普通住宅,满两年,共有,有抵押,已上传房本照片,5室2厅1厨4卫,低楼层(共3层),184.98,跃层,69.42,板楼,南西南西,钢混结构,毛坯,一梯十二户,有,nan,nan,nan,nan,5,2,4,1,3,0.37528381446642883,1,0.0,0,0,1.0,1
17920,杭州宏丰家居城宏丰公寓,余杭区,闲林,近3号线(星桥-吴山前村)联胜路站,65,11299,2024-01-25,商品房,2011-06-15,商住两用,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共15层),57.53,平层,46.08,板楼,东北,钢混结构,精装,两梯十二户,有,nan,民水,民电,3.1元/m3,2,2,1,2,15,0.8009734051799061,0,0.0,0,0,1.0,1
17921,雅居乐国际花园,余杭区,闲林,nan,215,16930,2024-03-22,商品房,2020-11-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共33层),127.0,平层,99.85,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,33,0.7862204724409448,0,0.0,0,0,1.0,0
17922,中港罗兰小镇,余杭区,中泰,nan,270,30067,2021-09-24,商品房,2017-11-15,普通住宅,满五年,非共有,有抵押139.5万元兴业银行股份有限公司杭州分行客户偿还,已上传房本照片,3室2厅1厨2卫,高楼层(共17层),89.8,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,3,17,0.7730512249443208,1,5.0,0,0,1.0,0
17923,雅居乐国际花园,余杭区,闲林,nan,242,19056,2023-12-05,商品房,2020-11-27,普通住宅,满两年,共有,有抵押49万元,已上传房本照片,4室2厅1厨2卫,高楼层(共33层),127.0,平层,69.42,板楼,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,33,0.5466141732283465,1,49.0,0,0,1.0,1
17924,绿城桃源小镇,余杭区,闲林,nan,135,15250,2023-03-19,商品房,2013-05-10,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共18层),88.53,平层,69.72,板塔结合,南,钢混结构,毛坯,三梯三户,有,nan,nan,nan,nan,2,2,1,3,18,0.7875296509657743,1,0.0,0,0,1.0,1
17925,新明半岛雨径轩,余杭区,中泰,nan,260,17686,2023-10-13,商品房,2023-07-17,普通住宅,未满两年,非共有,有抵押270万元,已上传房本照片,3室2厅1厨2卫,低楼层(共9层),147.01,错层,69.42,板塔结合,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,2,1,9,0.4722127746411809,1,270.0,0,0,1.0,0
17926,海创绿谷,余杭区,未来科技城,近地铁5号线杭师大仓前站,100,22129,2022-05-28,商品房,2020-07-10,商住两用,满两年,非共有,无抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共12层),45.19,平层,69.42,板楼,北,钢混结构,精装,四梯三十八户,有,nan,商水,商电,nan,1,1,1,1,12,1.5361805709227707,0,0.0,1,杭师大仓前站,1.0,0
17927,中锐招商星未来,余杭区,中泰,近16号线中泰站,230,24764,2024-02-19,商品房,2022-01-28,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共18层),92.88,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,2,18,0.7474160206718347,1,0.0,0,0,1.0,1
17928,富力十号一期,余杭区,未来科技城,近地铁19号线海创园站,400,44894,2023-12-06,商品房,2018-03-07,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室1厅1厨1卫,中楼层(共14层),89.1,平层,69.42,板塔结合,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,3,1,1,2,14,0.7791245791245792,1,0.0,1,海创园站,1.0,0
17929,郡西云台,余杭区,良渚,nan,1770,88789,2025-03-18,商品房,2025-03-18,别墅,未满两年,共有,有抵押,已上传房本照片,4室2厅1厨4卫,低楼层(共2层),199.35,nan,69.42,nan,南,钢混结构,其他,nan,nan,nan,nan,nan,nan,4,2,4,1,2,0.3482317531978932,1,0.0,0,0,0.0,1
17930,铭雅苑西区,余杭区,三墩,近地铁2号线金家渡站,310,31505,2022-03-19,商品房,2018-07-11,普通住宅,满五年,共有,有抵押,已上传房本照片,3室1厅1厨1卫,低楼层(共6层),98.4,平层,69.42,板塔结合,南北,混合结构,精装,两梯两户,有,nan,nan,nan,nan,3,1,1,1,6,0.7054878048780487,1,0.0,1,金家渡站,1.0,1
17931,青枫墅园三期,余杭区,未来科技城,近16号线凤新路站,240,26952,2024-03-21,商品房,2015-09-18,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共18层),89.05,平层,70.53,板楼,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,3,2,1,1,18,0.7920269511510388,0,0.0,0,0,1.0,1
17932,众安绿城南湖明月,余杭区,老余杭,nan,230,25696,2022-12-13,商品房,2022-12-19,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共33层),89.51,平层,69.42,板塔结合,南,混合结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,1,33,0.7755558038208021,0,0.0,0,0,1.0,1
17933,上亿彩虹郡,余杭区,勾庄,近10号线逸盛路站,249,24634,2022-09-28,商品房,2021-03-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共33层),101.08,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,3,2,1,1,33,0.6867827463395331,0,0.0,0,0,1.0,0
17934,逸居城,余杭区,勾庄,近10号线逸盛路站,280,27196,2023-08-03,商品房,2016-02-18,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨1卫,高楼层(共9层),102.96,平层,86.35,板塔结合,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,1,3,9,0.8386752136752137,1,0.0,0,0,1.0,1
17935,翡翠城一期,余杭区,翡翠城,近3号线(星桥-吴山前村)高教路站,550,31072,2024-04-26,商品房,2021-07-26,普通住宅,满两年,共有,有抵押200万元业主自还,已上传房本照片,4室2厅1厨2卫,中楼层(共11层),177.01,平层,69.42,板楼,南,钢混结构,毛坯,一梯两户,有,nan,nan,nan,nan,4,2,2,2,11,0.39218123269871763,1,200.0,0,0,1.0,1
17936,同城印象花苑东区,余杭区,老余杭,nan,550,24132,2024-10-29,商品房,2009-09-22,普通住宅,满五年,共有,有抵押业主自还,已上传房本照片,5室3厅1厨3卫,高楼层(共11层),227.92,跃层,188.92,板楼,南,钢混结构,简装,一梯两户,有,nan,nan,nan,nan,5,3,3,3,11,0.8288873288873289,1,0.0,0,0,1.0,1
17937,北大资源未名府,余杭区,未来科技城,近地铁5号线五常站,130,28749,2021-08-30,商品房,2019-06-21,商住两用,满五年,共有,有抵押49万元业主自还,已上传房本照片,2室1厅1厨1卫,高楼层(共10层),45.22,复式,69.42,板楼,南,钢混结构,精装,四梯三十三户,有,nan,商水,商电,3.1元/m3,2,1,1,3,10,1.5351614329942505,1,49.0,1,五常站,1.0,1
17938,望城,余杭区,良渚,nan,208,23181,2023-02-16,商品房,2019-08-26,普通住宅,满五年,非共有,有抵押137.5万元客户偿还,已上传房本照片,3室2厅1厨1卫,低楼层(共10层),89.73,平层,69.42,板楼,南北,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,3,2,1,1,10,0.7736542962219993,1,5.0,0,0,1.0,0
17939,竹海水韵春风里,余杭区,闲林,nan,210,23935,2023-12-06,商品房,2017-08-03,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共18层),87.74,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,3,18,0.7912012764987464,1,0.0,0,0,1.0,1
17940,庭院深深,余杭区,老余杭,近16号线禹航路站,145,17310,2025-04-02,商品房,2010-12-01,普通住宅,满五年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共18层),83.77,平层,66.27,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,2,1,1,2,18,0.7910946639608452,1,0.0,0,0,1.0,0
17941,棕榈湾二期,余杭区,良渚,nan,380,21760,2023-05-04,商品房,2007-03-16,普通住宅,满五年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共6层),174.64,跃层,69.42,塔楼,南,钢混结构,精装,nan,无,nan,nan,nan,nan,4,2,2,3,6,0.3975034356390289,0,0.0,0,0,0.0,1
17942,镜鉴未来府,余杭区,中泰,近16号线中泰站,295,27571,2023-09-18,商品房,2023-09-18,普通住宅,未满两年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共18层),107.0,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,18,0.648785046728972,1,0.0,0,0,1.0,0
17943,海派风范茗园,余杭区,老余杭,nan,280,31264,2025-04-06,商品房,2014-12-04,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共18层),89.56,平层,74.42,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,2,2,1,18,0.8309513175524788,1,0.0,0,0,1.0,0
17944,亲亲家园二期,余杭区,三墩,近地铁2号线金家渡站,270,21865,2023-05-24,商品房,2007-10-15,普通住宅,满五年,共有,无抵押,已上传房本照片,4室1厅1厨2卫,中楼层(共11层),123.49,平层,69.42,板楼,南北,钢混结构,简装,一梯两户,有,nan,nan,nan,nan,4,1,2,2,11,0.5621507814397927,0,0.0,1,金家渡站,1.0,1
17945,长岗家园,余杭区,未来科技城,nan,63,11193,2024-11-26,商品房,2017-09-08,普通住宅,满五年,共有,无抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共6层),56.29,平层,69.42,平房,南,钢混结构,其他,nan,无,nan,nan,nan,nan,1,1,1,1,6,1.2332563510392611,0,0.0,0,0,0.0,1
17946,万科未来城二期,余杭区,良渚,近地铁2号线杜甫村站,380,32160,2023-03-03,商品房,2019-07-03,普通住宅,满五年,共有,有抵押,已上传房本照片,3室1厅1厨2卫,中楼层(共34层),118.16,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,1,2,2,34,0.5875084631008802,1,0.0,1,杜甫村站,1.0,1
17947,万科杭宸一期,余杭区,勾庄,近地铁4号线杭行路站,330,40298,2023-11-12,商品房,2018-08-20,普通住宅,满五年,共有,有抵押50万元中国银行客户偿还,已上传房本照片,3室1厅1厨1卫,低楼层(共18层),81.89,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,1,1,1,18,0.847722554646477,1,50.0,1,杭行路站,1.0,1
17948,西塘花苑,余杭区,三墩,近地铁4号线好运街站,168,27514,2022-07-01,商品房,2019-03-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共21层),61.06,平层,69.42,板楼,南,钢混结构,简装,两梯六户,有,nan,nan,nan,nan,2,1,1,2,21,1.1369145103177203,0,0.0,1,好运街站,1.0,0
17949,华元玉榕庄,余杭区,未来科技城,nan,1315,46157,2022-11-04,商品房,2020-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,7室3厅1厨4卫,低楼层(共3层),284.9,跃层,69.42,板塔结合,南,钢混结构,毛坯,nan,无,nan,nan,nan,nan,7,3,4,1,3,0.2436644436644437,0,0.0,0,0,0.0,0
17950,华夏四季,余杭区,未来科技城,近地铁5号线永福站,410,46063,2023-10-16,商品房,2020-08-14,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,高楼层(共21层),89.01,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,3,21,0.779912369396697,0,0.0,1,永福站,1.0,1
17951,欧美金融城,余杭区,未来科技城,近地铁5号线良睦路站,488,54789,2022-06-28,商品房,2019-09-19,普通住宅,满五年,非共有,有抵押20万元浙江省省直单位住房基金管理中心,已上传房本照片,3室2厅1厨2卫,低楼层(共47层),89.07,平层,69.42,板楼,南,钢混结构,精装,三梯四户,有,nan,nan,nan,nan,3,2,2,1,47,0.7793869989895589,1,20.0,1,良睦路站,1.0,0
17952,铭雅苑东区,余杭区,三墩,近地铁2号线金家渡站,107,26009,2022-08-14,商品房,2009-03-09,普通住宅,满五年,共有,有抵押,已上传房本照片,1室0厅1厨1卫,中楼层(共5层),41.14,平层,69.42,塔楼,南,混合结构,简装,nan,无,nan,nan,nan,nan,1,0,1,2,5,1.6874088478366553,1,0.0,1,金家渡站,0.0,1
17953,万科北宸之光二期,余杭区,万达广场,nan,270,30836,2023-02-12,商品房,2017-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共28层),87.56,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,2,28,0.7928277752398355,0,0.0,0,0,1.0,0
17954,杉杉恒和依山郡,余杭区,未来科技城,nan,63,10642,2023-11-28,商品房,2019-12-04,普通住宅,满五年,共有,有抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共11层),59.2,平层,69.42,板楼,西,钢混结构,精装,一梯六户,有,nan,nan,nan,nan,1,1,1,1,11,1.1726351351351352,1,0.0,0,0,1.0,1
17955,良渚文化村白鹭郡南,余杭区,良渚,nan,160,25732,2022-07-20,商品房,2010-11-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共5层),62.18,平层,54.81,板塔结合,南,钢混结构,精装,nan,无,nan,nan,nan,nan,2,2,1,3,5,0.8814731424895466,0,0.0,0,0,0.0,0
17956,天阳棕榈湾金水岸,余杭区,良渚,nan,160,17932,2023-03-22,商品房,2020-11-25,普通住宅,满两年,非共有,有抵押145万元,已上传房本照片,2室1厅1厨1卫,低楼层(共19层),89.23,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,1,1,1,19,0.7779894654264261,1,145.0,0,0,1.0,0
17957,和昌府,余杭区,良渚,近地铁2号线杜甫村站,230,26440,2024-10-09,商品房,2022-03-17,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室1厅1厨2卫,低楼层(共18层),86.99,平层,69.42,板塔结合,南,钢混结构,毛坯,两梯两户,有,nan,nan,nan,nan,3,1,2,1,18,0.7980227612369238,1,0.0,1,杜甫村站,1.0,0
17958,源峰嘉苑,余杭区,小和山,nan,147,16532,2022-12-19,商品房,2022-12-15,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共15层),88.92,平层,69.42,板塔结合,南北,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,3,2,1,1,15,0.7807017543859649,0,0.0,0,0,1.0,1
